cloth_temp,cloth_humi,envir_temp,time,rea_time
17,92,25.12,12,88
17,92,25.12,12,88
17,92,25.12,12,88
17,92,25.12,12,88
17,92,25.18,13,87
17,92,25.18,13,87
17,93,25.18,13,87
17,93,25.18,13,87
17,92,25.18,13,87
17,92,25.18,13,87
17,92,25.18,13,87
17,92,25.18,13,87
17,92,25.18,13,87
17,92,25.18,13,87
17,92,25.18,14,86
17,92,25.18,14,86
16,94,25.18,14,86
16,94,25.18,14,86
